Class Index,Text
1,"i still have n't found a real vietnam war movie that would have produced either north or south vietnamese , but at least we have a little bit of a lead ."
1,thanks to the heart .
0,"in a predictable story , a joke typical of sandler and a romance with ryder 's mystery ."
1,i 'm glad tian 's careful talent has n't withered in his forced break .
0,at the beginning of the satisfying children 's flck becomes more and more improbable as he races through the contrived plot lines .
0,"in fact they 're both oscar winners , which , when you look at them , they do n't seem possible ."
0,with every passing frustration
0,on the name of the best bad movie you thought was going to be terrible . . .
1,generous !
0,because they 're too childish and unattractive for interest .
1,boy 's girl .
1,"an attempt to make fun , even though it plays out as a feature length sitcom filled with stereotypical family contradictions ."
0,"a thriller that is remarkable not only for its lack of logical thinking , but also for the inappropriate use of two excellent actors , morgan freeman and ashley judd ."
1,clarity of mind and soul .
0,"as a poster , mediocre tribute to such films . . ."
0,"for about 90 minutes of so called comedy , where they do n't laugh"
1,their depth and even their lives .
0,of course i did n't feel anything .
1,intelligence and verve .
1,a real story .
1,a strong drama .
0,the cold and the dead . . .
1,flourish !
1,such a lot of fun .
0,in such a bad way that you could fit pootie tang 's entire point between his sentences .
1,eric !
0,"in the film itself , holmes becomes an overachiever , a psychological mystery that takes a sweet time to reach its peak , which is hardly surprising by its arrival ."
0,"in pain , distasteful"
0,with holes that will be obvious even to those who do n't want to look for them . . .
1,an emotional heart full of joy .
1,"evidence that , at the same time , harrowing and uplifting ."
0,a terrible event
1,the development of his own film language .
0,about the possibility of being allowed to stand alone
1,garcia 's involvement with other actors is helping to stabilize the wobbly assumption .
1,"no arnold schwarzenegger , jean-claud van damme , or steven segal will be more conspicuous ."
1,an exciting and humorous footnote to the holocaust .
1,maturity ? !
0,a similarly miserable film
1,the fact that the adaptation has succeeded in persuading viewers into the difficulties of writing the script is admirable .
0,of the least favourite
0,0 marks 0
1,new territory .
1,fascinating details !
0,the chiller without the chill .
1,impression ? !
1,!
1,a happy ending .
1,"appreciation for everyday life , which only a hard hearted miser could not answer ."
1,a beautifully written and well acted offbeat thriller .
0,a gloomy and sluggish state
0,with greater emphasis
0,disappointed
0,a watered down version of this
0,"as a demonstration , an intelligent man is not necessarily a great storyteller . . ."
1,"thrilling , but utterly unjustified ."
1,"smart , adult movie ."
0,the archive archive
1,psychological insight .
1,tsai convincingly points out that there is a particularly urban feeling of alienation .
0,"like an unkempt pile of unpronounceable cliches and pabulum , which acts as a 95 minute commercial on the nba property ."
1,light candles and bake .
1,"no , this is n't an excellent film , but a funny ( sometimes hilarious ) comedy , full of humor and fun ."
1,an amazing mixture .
1,a shared nation 's share of their victims .
1,"amy 's orgasm is of great importance that she is able to express herself with frank frankness , insight and humor ."
1,virtuosi . . . !
0,big crimes
0,technical and artistic ineptitude
1,fascinating !
0,other boring topics
0,2 days old coke
0,about suggestions and unknowns
0,"in the end , such a rich historical context and a great deal of first class talent could produce such a flat , boring snapshot ."
0,a focus on self empowerment
0,"in a cellophane pop remake of punk classic ladies and gentlemen . . . wonderful spots , a crossroads ca n't be any worse than bland or meaningless"
1,predictably effective piece .
1,winner of the project greenlight .
1,humanity 's people .
1,comfort and familiarity .
1,fascinating !
1,a great performance by robin williams .
1,a man who adheres to strict morality .
1,no need to forget that breasts are fantastically .
0,on a continuum of extreme screwball farce and bloodthirsty family intensity . . .
0,in the mud .
1,admirers of star trek ii . khan 's wrath will be accompanied by an indescribable sense of deja vu .
1,"a muscular body and a cool , composed delivery ."
1,an excellent and highly resonant job .
1,america 's funniest comedy ever .
0,at a collision speed
1,beautiful trappings .
1,a lot of freaked out when i heard that the 13th version of apollo would be published in imax format .
0,all of his problems
1,"strange , charming and quirky ."
0,"like a super violent , super serious and super stupid"
1,an intelligent study .
1,"a real natural , steady voice ."
0,"a temperamental child who yearns for attention , giving the audience no reason to really care about his sick freaks , except for the promise of a reprieve from his constant whining ."
1,"this year 's best movie is the continuation of the series , directed by wesley snipes ."
1,compressed features and deep humanity .
1,documentary oscar winner .
0,in a shower of black and white psychedelic mushrooms he dies . . .
1,"the scenery , the atmosphere ."
1,an amazing documentary chronicling a long and difficult spiritual journey of a man helping .
1,heat up .
0,against criticism he only aims so low
1,"jae-eun jeong 's take care of my cat brings an amazing sense of life to a story about coming of age , which is so buoyant and expressive that it becomes a major contributor to south korean cinematography ."
